case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review
C-32176,Northgate,1,18-29,English,Owner-occupier,2022-02-08,Active,,716.02,2,0,23
C-32177,Northgate,3,30-44,English,Social tenancy,2022-02-20,Active,,1181.99,0,0,1
C-32178,Northgate,2,18-29,Other,Resident with family,2021-05-14,Active,,785.57,1,3,19
C-32179,Ash Hill,6,45-59,English,Private tenancy,2024-02-22,Active,,1841.46,1,1,10
C-32180,Ash Hill,3,18-29,English,Social tenancy,2023-09-28,Active,,924.93,0,3,12
C-32181,Calder Central,4,60-74,English,Owner-occupier,2021-05-19,Active,,1348.39,1,2,9
C-32182,Northgate,3,45-59,English,Owner-occupier,2024-03-20,Active,,780.62,1,0,2
C-32183,Ash Hill,3,75+,English,Social tenancy,2021-12-10,Suspended,,889.62,2,4,4
C-32184,Calder Central,1,45-59,Spanish,Resident with family,2022-02-28,Active,,584.27,1,6,6
C-32185,Northgate,1,30-44,English,Private tenancy,2023-05-02,Active,,706.3,0,0,4
C-32186,Weybridge,3,18-29,English,Social tenancy,2023-12-18,Active,,1030.34,0,2,6
C-32187,Northgate,2,30-44,Other,No fixed abode,2024-12-13,Active,,524.55,1,4,9
C-32188,Weybridge,4,75+,English,Resident with family,2022-11-24,Active,,1265.49,0,0,9
C-32189,Calder Central,1,30-44,English,Resident with family,2022-06-02,Active,,732.86,0,2,22
C-32190,Northgate,3,30-44,English,No fixed abode,2021-06-11,Active,,896.56,3,6,4
C-32191,Ash Hill,2,60-74,English,Private tenancy,2021-05-13,Active,,583.39,0,1,11
C-32192,Calder Central,2,75+,English,Resident with family,2022-05-21,Active,,744.05,1,1,18
C-32193,Calder Central,1,75+,English,Owner-occupier,2025-07-09,Closed,2025-10,664.57,0,1,1
C-32194,Northgate,6,60-74,English,No fixed abode,2021-06-30,Active,,1458.69,1,2,23
C-32195,Calder Central,4,30-44,English,Private tenancy,2023-03-05,Active,,1114.27,2,3,3
C-32196,Northgate,4,45-59,English,Resident with family,2022-04-12,Closed,2025-08,780.57,1,3,22
C-32197,Northgate,4,30-44,English,Resident with family,2021-07-23,Active,,927.31,1,4,0
C-32198,Calder Central,1,30-44,English,Private tenancy,2025-05-04,Active,,398.47,0,0,12
C-32199,Calder Central,2,45-59,Spanish,Social tenancy,2025-05-17,Active,,765.39,2,4,3
C-32200,Calder Central,1,75+,English,Social tenancy,2023-12-06,Closed,2025-07,400.76,2,2,23
C-32201,Weybridge,3,60-74,English,Resident with family,2022-10-27,Active,,776.4,1,0,10
C-32202,Ash Hill,3,30-44,English,Owner-occupier,2022-04-17,Suspended,,1038.46,2,3,2
C-32203,Northgate,1,18-29,Other,No fixed abode,2022-02-11,Active,,409.83,2,4,3
C-32204,Ash Hill,1,18-29,English,Owner-occupier,2021-09-03,Closed,2025-11,766.13,0,3,13
C-32205,Weybridge,4,18-29,English,Owner-occupier,2025-01-31,Active,,1331.84,2,5,4
C-32206,Calder Central,1,30-44,English,Owner-occupier,2025-03-27,Active,,496.17,1,4,1
C-32207,Calder Central,1,30-44,English,No fixed abode,2025-06-05,Active,,452.27,1,1,23
C-32208,Northgate,3,45-59,English,Owner-occupier,2024-01-20,Active,,819.94,0,2,0
C-32209,Calder Central,2,60-74,English,Private tenancy,2023-08-25,Active,,923.99,0,0,20
C-32210,Weybridge,5,18-29,English,No fixed abode,2023-09-28,Active,,1588.68,0,4,12
C-32211,Calder Central,1,75+,English,No fixed abode,2022-08-25,Active,,638.91,0,1,10
C-32212,Weybridge,4,45-59,Other,Social tenancy,2024-01-30,Active,,1156.32,2,3,13
C-32213,Calder Central,2,60-74,Other,No fixed abode,2021-02-01,Active,,885.73,0,4,20
C-32214,Ash Hill,3,18-29,English,Resident with family,2024-04-24,Active,,955.43,0,4,16
C-32215,Weybridge,3,75+,English,No fixed abode,2023-11-04,Active,,1061.56,2,1,20
C-32216,Ash Hill,1,18-29,English,Owner-occupier,2025-04-21,Active,,404.51,2,1,3
C-32217,Ash Hill,2,30-44,English,No fixed abode,2025-03-09,Closed,2025-12,832.28,1,0,3
C-32218,Calder Central,2,30-44,English,Private tenancy,2023-11-27,Closed,2025-08,710.84,0,2,1
C-32219,Northgate,2,45-59,English,Owner-occupier,2021-07-23,Active,,810.61,1,1,10
C-32220,Weybridge,2,18-29,Spanish,Private tenancy,2025-05-30,Active,,579.85,0,4,1
C-32221,Northgate,1,60-74,English,Owner-occupier,2024-09-03,Closed,2025-09,538.28,0,4,18
C-32222,Ash Hill,4,45-59,English,Resident with family,2022-09-21,Active,,989.3,0,5,10
C-32223,Northgate,6,45-59,English,Social tenancy,2023-05-06,Active,,921.4,1,2,15
C-32224,Northgate,2,30-44,English,Private tenancy,2023-09-26,Active,,581.86,1,3,4
C-32225,Calder Central,5,18-29,English,No fixed abode,2024-06-28,Active,,1307.34,2,3,21
C-32226,Ash Hill,1,75+,Other,Owner-occupier,2022-09-19,Active,,446.01,0,5,14
C-32227,Northgate,5,45-59,English,No fixed abode,2021-02-16,Active,,820.14,2,0,20
C-32228,Weybridge,4,75+,English,No fixed abode,2024-12-08,Active,,1312.98,1,1,1
C-32229,Calder Central,3,75+,English,No fixed abode,2024-01-20,Active,,1226.96,2,3,1
C-32230,Calder Central,4,30-44,English,No fixed abode,2024-08-26,Active,,992.33,1,3,19
C-32231,Calder Central,3,60-74,English,Resident with family,2021-07-05,Active,,924.12,2,2,11
C-32232,Calder Central,4,18-29,English,Private tenancy,2021-04-09,Active,,1220.18,0,2,4
C-32233,Weybridge,2,45-59,Other,Social tenancy,2023-05-17,Closed,2025-11,854.28,1,3,21
C-32234,Calder Central,2,75+,English,Private tenancy,2023-07-25,Active,,864.9,0,1,8
C-32235,Weybridge,2,45-59,English,Social tenancy,2023-10-22,Active,,501.18,1,2,3
C-32236,Ash Hill,1,75+,Spanish,No fixed abode,2022-03-04,Active,,549.36,1,6,14
C-32237,Calder Central,3,60-74,English,Social tenancy,2024-01-18,Active,,992.29,0,0,20
C-32238,Northgate,1,75+,English,Social tenancy,2024-06-04,Active,,454.83,0,1,3
C-32239,Weybridge,2,75+,Spanish,Social tenancy,2021-05-23,Active,,827.5,1,2,15
C-32240,Calder Central,2,60-74,English,Social tenancy,2021-04-16,Suspended,,596.8,1,2,2
C-32241,Calder Central,2,45-59,English,Social tenancy,2024-10-04,Active,,1020.38,1,5,18
C-32242,Ash Hill,1,45-59,English,Resident with family,2021-03-31,Active,,499.23,1,1,8
C-32243,Calder Central,5,45-59,English,No fixed abode,2024-02-09,Active,,1051.5,0,0,19
C-32244,Weybridge,2,45-59,English,Owner-occupier,2025-01-21,Active,,672.92,1,0,11
C-32245,Ash Hill,1,45-59,English,Private tenancy,2024-12-16,Active,,703.0,1,1,4
C-32246,Weybridge,4,75+,English,Social tenancy,2021-11-10,Active,,1153.6,0,3,7
C-32247,Weybridge,4,18-29,English,No fixed abode,2021-10-02,Closed,2025-12,842.73,2,3,5
C-32248,Weybridge,3,45-59,English,Resident with family,2022-01-23,Active,,950.87,1,3,21
C-32249,Weybridge,4,30-44,English,Owner-occupier,2022-07-23,Active,,1262.36,0,3,6
C-32250,Northgate,1,45-59,English,Resident with family,2022-12-17,Active,,496.99,1,1,21
C-32251,Ash Hill,1,30-44,English,Owner-occupier,2024-11-11,Suspended,,400.24,0,1,3
C-32252,Ash Hill,3,18-29,Spanish,Resident with family,2023-10-12,Active,,857.1,1,8,18
C-32253,Weybridge,1,30-44,English,No fixed abode,2022-11-03,Suspended,,413.65,0,3,20
C-32254,Calder Central,2,30-44,English,Private tenancy,2021-12-03,Active,,941.67,2,1,4
C-32255,Northgate,5,60-74,English,No fixed abode,2025-08-27,Closed,2025-10,1557.84,0,2,19
C-32256,Northgate,1,60-74,English,Owner-occupier,2024-04-11,Active,,379.94,0,2,7
C-32257,Northgate,6,45-59,English,No fixed abode,2024-05-06,Active,,1741.29,1,2,9
C-32258,Ash Hill,2,30-44,English,Social tenancy,2022-12-08,Active,,947.13,1,0,19
C-32259,Calder Central,3,45-59,English,No fixed abode,2023-02-19,Active,,796.26,0,3,20
C-32260,Weybridge,2,45-59,English,No fixed abode,2024-09-21,Active,,675.95,0,3,10
C-32261,Northgate,2,30-44,English,Social tenancy,2021-02-05,Active,,540.71,0,1,2
C-32262,Weybridge,1,30-44,English,No fixed abode,2023-01-26,Active,,604.3,1,2,19
C-32263,Weybridge,3,18-29,English,No fixed abode,2022-06-13,Active,,969.41,1,2,16
C-32264,Calder Central,3,18-29,English,Private tenancy,2025-04-26,Active,,1000.16,1,1,10
C-32265,Ash Hill,3,45-59,English,Social tenancy,2025-02-10,Active,,700.63,0,2,21
C-32266,Weybridge,1,30-44,Other,No fixed abode,2023-07-07,Active,,412.33,1,5,10
C-32267,Calder Central,4,75+,English,Private tenancy,2022-09-07,Active,,1029.52,1,1,5
C-32268,Calder Central,2,30-44,English,Resident with family,2023-11-17,Active,,769.45,0,2,22
C-32269,Northgate,4,60-74,English,No fixed abode,2021-07-25,Active,,889.8,2,0,0
C-32270,Calder Central,1,45-59,English,Resident with family,2025-01-16,Active,,643.64,1,1,6
C-32271,Ash Hill,4,45-59,Spanish,Social tenancy,2021-02-03,Active,,909.2,1,6,8
C-32272,Ash Hill,1,18-29,English,Social tenancy,2024-12-02,Active,,460.3,0,2,3
C-32273,Ash Hill,5,60-74,Spanish,Social tenancy,2021-07-27,Active,,908.94,1,3,12
C-32274,Ash Hill,2,30-44,Spanish,Social tenancy,2023-07-07,Active,,535.49,2,3,7
C-32275,Northgate,2,18-29,English,Social tenancy,2022-01-09,Active,,726.93,0,2,21
C-32276,Northgate,2,30-44,English,No fixed abode,2022-12-30,Active,,987.04,0,0,12
C-32277,Northgate,2,18-29,English,Resident with family,2022-08-12,Active,,746.19,1,3,2
C-32278,Calder Central,4,45-59,Other,Social tenancy,2025-07-11,Active,,845.11,2,4,9
C-32279,Calder Central,2,18-29,English,Social tenancy,2025-02-08,Active,,677.48,0,2,5
C-32280,Calder Central,3,45-59,Spanish,Private tenancy,2022-11-30,Active,,762.86,2,2,10
C-32281,Northgate,4,45-59,English,Social tenancy,2024-04-26,Active,,1264.71,2,2,2
C-32282,Northgate,2,30-44,English,Private tenancy,2023-01-29,Active,,916.66,1,3,22
C-32283,Calder Central,2,30-44,English,Resident with family,2024-10-14,Active,,918.46,0,2,10
C-32284,Calder Central,1,60-74,English,Social tenancy,2021-02-09,Active,,520.8,2,2,20
C-32285,Northgate,3,60-74,English,Social tenancy,2023-11-18,Suspended,,956.94,0,5,17
C-32286,Weybridge,3,30-44,English,No fixed abode,2021-04-17,Closed,2025-12,648.84,0,4,11
C-32287,Calder Central,3,75+,English,Owner-occupier,2021-06-21,Active,,654.86,0,0,10
C-32288,Northgate,1,18-29,English,Private tenancy,2022-02-20,Suspended,,488.72,0,3,8
C-32289,Northgate,5,45-59,Other,Private tenancy,2021-09-01,Active,,1443.82,2,6,17
C-32290,Northgate,4,30-44,English,No fixed abode,2022-07-17,Active,,1316.08,0,0,21
C-32291,Weybridge,3,60-74,Spanish,Owner-occupier,2023-01-16,Active,,651.37,2,4,7
C-32292,Northgate,6,45-59,English,Private tenancy,2022-03-18,Active,,1177.2,1,3,7
C-32293,Ash Hill,3,30-44,Other,Social tenancy,2024-10-26,Active,,750.86,1,4,0
C-32294,Calder Central,2,75+,English,Owner-occupier,2025-05-10,Active,,761.75,1,5,1
C-32295,Northgate,2,60-74,English,Social tenancy,2024-05-08,Active,,1027.43,0,3,9
C-32296,Northgate,4,45-59,Spanish,Social tenancy,2024-11-08,Active,,949.96,2,4,20
C-32297,Northgate,5,60-74,English,Resident with family,2025-07-18,Closed,2025-07,1356.56,1,2,1
C-32298,Northgate,1,45-59,English,Social tenancy,2022-03-07,Active,,535.83,0,2,18
C-32299,Weybridge,2,60-74,English,Resident with family,2024-02-23,Active,,643.4,0,0,15
C-32300,Weybridge,4,30-44,English,No fixed abode,2023-02-21,Suspended,,741.12,0,4,16
C-32301,Calder Central,5,75+,English,Owner-occupier,2022-02-07,Active,,1154.88,1,1,18
C-32302,Northgate,1,75+,English,Private tenancy,2021-08-25,Active,,725.69,2,2,6
C-32303,Northgate,3,30-44,English,Private tenancy,2023-07-11,Active,,1053.62,1,4,5
C-32304,Calder Central,3,30-44,English,Private tenancy,2023-12-10,Active,,1124.64,0,2,7
C-32305,Northgate,1,75+,English,Private tenancy,2021-07-25,Active,,609.78,2,2,12
C-32306,Calder Central,2,30-44,English,No fixed abode,2023-06-11,Active,,939.35,1,0,10
C-32307,Calder Central,1,60-74,Spanish,Owner-occupier,2023-10-12,Active,,470.3,1,3,9
C-32308,Weybridge,4,60-74,English,Private tenancy,2025-04-10,Active,,1181.24,0,2,21
C-32309,Weybridge,4,30-44,English,Social tenancy,2023-04-16,Active,,709.78,0,0,20
C-32310,Calder Central,4,30-44,English,Resident with family,2023-08-08,Active,,1108.9,0,3,10
C-32311,Weybridge,6,18-29,English,Social tenancy,2024-06-17,Active,,1092.56,1,1,21
C-32312,Weybridge,2,30-44,Spanish,No fixed abode,2025-04-12,Active,,645.13,3,4,20
C-32313,Calder Central,4,60-74,English,Private tenancy,2021-09-26,Active,,1127.95,0,0,12
C-32314,Northgate,3,60-74,English,Private tenancy,2022-08-18,Active,,729.36,0,3,2
C-32315,Weybridge,5,30-44,English,No fixed abode,2022-06-29,Active,,822.46,0,0,15
C-32316,Ash Hill,1,30-44,English,Private tenancy,2022-07-12,Active,,702.32,0,2,7
C-32317,Weybridge,1,75+,English,Social tenancy,2023-04-25,Active,,611.75,0,2,16
C-32318,Ash Hill,2,60-74,English,Private tenancy,2025-08-25,Active,,541.58,1,5,2
C-32319,Northgate,2,18-29,Spanish,Private tenancy,2022-12-01,Active,,594.72,1,4,10
C-32320,Northgate,5,75+,English,Owner-occupier,2025-02-03,Active,,987.92,1,3,15
C-32321,Calder Central,1,75+,English,Resident with family,2024-01-25,Active,,604.71,0,1,14
C-32322,Northgate,1,60-74,Other,Resident with family,2022-08-23,Active,,758.4,4,7,19
C-32323,Weybridge,3,30-44,English,Resident with family,2023-09-26,Active,,1043.06,5,2,21
C-32324,Ash Hill,4,30-44,English,Resident with family,2024-04-20,Active,,1271.89,3,3,18
C-32325,Ash Hill,3,30-44,English,Private tenancy,2022-09-03,Closed,2025-11,912.15,0,2,13
C-32326,Northgate,4,30-44,English,Resident with family,2024-09-30,Active,,1147.0,0,3,22
C-32327,Weybridge,1,30-44,English,Owner-occupier,2023-10-25,Suspended,,613.65,1,1,20
C-32328,Northgate,3,30-44,Other,No fixed abode,2023-10-07,Active,,1216.96,1,4,22
C-32329,Calder Central,4,30-44,English,Owner-occupier,2021-11-12,Active,,1037.57,0,6,10
C-32330,Calder Central,3,18-29,English,Social tenancy,2023-05-03,Active,,605.77,3,2,19
C-32331,Northgate,3,75+,Other,Social tenancy,2024-07-09,Suspended,,848.79,1,7,14
C-32332,Northgate,3,75+,English,Resident with family,2021-01-02,Active,,1015.97,2,3,3
C-32333,Calder Central,1,45-59,English,Owner-occupier,2021-11-18,Active,,715.62,0,3,17
C-32334,Calder Central,4,60-74,English,No fixed abode,2025-07-08,Active,,1433.67,0,3,1
C-32335,Weybridge,1,75+,English,Social tenancy,2021-10-07,Active,,454.16,0,2,15
C-32336,Weybridge,3,60-74,English,Social tenancy,2024-10-18,Active,,1111.9,1,0,9
C-32337,Northgate,3,75+,English,Social tenancy,2023-01-13,Closed,2025-10,1045.63,0,2,4
C-32338,Ash Hill,3,45-59,English,Social tenancy,2025-03-13,Active,,1069.11,0,0,19
C-32339,Ash Hill,1,75+,Other,No fixed abode,2021-03-09,Active,,432.43,1,3,17
C-32340,Ash Hill,1,18-29,English,Resident with family,2023-03-15,Active,,721.77,1,2,7
C-32341,Ash Hill,2,45-59,English,Resident with family,2025-01-14,Active,,744.59,1,4,19
C-32342,Ash Hill,3,60-74,English,Owner-occupier,2021-10-19,Active,,665.57,1,4,3
C-32343,Northgate,3,75+,Spanish,Private tenancy,2024-03-06,Active,,730.54,2,2,8
C-32344,Ash Hill,2,75+,English,No fixed abode,2021-01-22,Active,,777.81,1,4,20
C-32345,Calder Central,3,60-74,Other,No fixed abode,2024-05-14,Active,,814.09,2,2,11
C-32346,Weybridge,1,75+,English,No fixed abode,2024-08-31,Suspended,,704.69,0,2,16
C-32347,Calder Central,4,45-59,English,Owner-occupier,2025-08-02,Active,,845.1,1,2,3
C-32348,Calder Central,4,45-59,Spanish,Private tenancy,2024-10-28,Active,,754.96,2,6,16
C-32349,Weybridge,4,60-74,Spanish,Private tenancy,2021-02-01,Active,,705.43,1,6,21
C-32350,Weybridge,4,45-59,English,Resident with family,2021-11-18,Active,,1284.0,1,0,19
C-32351,Calder Central,3,30-44,English,Social tenancy,2021-08-22,Active,,724.02,0,6,2
C-32352,Weybridge,2,60-74,English,Private tenancy,2022-02-21,Active,,914.6,1,2,7
C-32353,Calder Central,1,30-44,English,Resident with family,2025-07-31,Active,,490.1,1,0,0
C-32354,Weybridge,2,18-29,English,No fixed abode,2025-07-23,Active,,570.16,0,1,21
C-32355,Northgate,2,30-44,English,Social tenancy,2024-02-02,Closed,2025-07,704.93,0,0,7
C-32356,Ash Hill,2,45-59,English,Social tenancy,2022-07-18,Active,,675.32,2,2,8
C-32357,Northgate,4,75+,English,Private tenancy,2024-11-16,Active,,818.17,2,3,21
C-32358,Calder Central,2,18-29,English,Resident with family,2025-06-02,Active,,1023.69,1,1,11
C-32359,Ash Hill,2,45-59,English,Social tenancy,2024-11-26,Active,,789.4,0,4,8
C-32360,Northgate,3,45-59,Spanish,Private tenancy,2022-01-13,Active,,1181.49,1,3,19
C-32361,Weybridge,4,75+,English,Owner-occupier,2023-12-27,Active,,1346.27,1,0,22
C-32362,Calder Central,3,18-29,English,No fixed abode,2023-10-16,Active,,768.84,2,2,0
C-32363,Northgate,2,30-44,English,Owner-occupier,2023-12-09,Active,,876.66,0,1,17
C-32364,Northgate,1,30-44,English,Owner-occupier,2024-02-10,Active,,753.12,1,1,17
C-32365,Ash Hill,4,30-44,English,Social tenancy,2023-10-01,Active,,1405.33,0,0,13
C-32366,Weybridge,4,30-44,Spanish,No fixed abode,2025-08-04,Active,,1077.34,2,2,6
C-32367,Calder Central,1,60-74,English,Private tenancy,2021-07-07,Active,,445.39,1,4,0
C-32368,Ash Hill,1,75+,English,Private tenancy,2023-11-12,Active,,528.79,2,0,17
C-32369,Weybridge,1,45-59,English,Private tenancy,2025-08-13,Active,,592.78,4,3,12
C-32370,Ash Hill,2,75+,English,No fixed abode,2021-02-01,Active,,902.5,0,3,20
C-32371,Calder Central,4,18-29,Other,Private tenancy,2024-10-24,Active,,1140.13,1,4,20
C-32372,Ash Hill,1,30-44,English,Owner-occupier,2022-09-24,Active,,564.43,0,2,23
C-32373,Weybridge,5,45-59,Other,Resident with family,2024-08-22,Active,,1080.9,0,3,8
C-32374,Calder Central,1,45-59,English,Private tenancy,2024-03-01,Active,,538.54,0,0,21
C-32375,Calder Central,3,75+,English,Social tenancy,2023-12-23,Suspended,,900.07,1,3,9
C-32376,Northgate,6,60-74,English,Resident with family,2022-04-29,Active,,1388.04,1,0,22
C-32377,Weybridge,3,18-29,English,Resident with family,2023-01-26,Active,,675.22,0,3,2
C-32378,Northgate,1,60-74,English,Social tenancy,2024-02-17,Active,,716.94,1,3,8
C-32379,Calder Central,2,60-74,English,Social tenancy,2022-02-13,Active,,729.89,1,2,1
C-32380,Ash Hill,3,45-59,English,Social tenancy,2021-02-09,Active,,1003.03,1,1,12
C-32381,Ash Hill,4,30-44,English,Private tenancy,2021-02-10,Active,,885.21,1,3,19
C-32382,Northgate,2,45-59,Spanish,Resident with family,2022-03-30,Active,,821.4,2,5,18
C-32383,Calder Central,2,30-44,English,Owner-occupier,2024-06-20,Active,,549.85,1,1,5
C-32384,Calder Central,3,60-74,English,Private tenancy,2023-02-17,Active,,1063.91,0,3,2
C-32385,Weybridge,3,45-59,Spanish,Private tenancy,2022-01-05,Suspended,,678.26,0,5,18
C-32386,Calder Central,1,30-44,Other,Social tenancy,2021-02-03,Active,,438.2,2,3,9
C-32387,Northgate,1,60-74,Other,No fixed abode,2022-03-11,Active,,478.83,2,6,0
C-32388,Northgate,2,75+,English,Owner-occupier,2023-10-28,Active,,523.72,1,1,12
C-32389,Calder Central,2,45-59,English,No fixed abode,2025-08-27,Active,,632.47,0,1,11
C-32390,Northgate,1,60-74,English,Private tenancy,2022-04-12,Active,,430.94,0,2,3
C-32391,Calder Central,2,75+,Other,No fixed abode,2021-12-26,Suspended,,742.05,2,4,8
C-32392,Weybridge,2,45-59,English,Owner-occupier,2022-12-08,Active,,899.3,1,1,1
C-32393,Ash Hill,4,60-74,Other,Social tenancy,2022-11-21,Active,,1040.48,0,2,3
C-32394,Ash Hill,3,60-74,Spanish,Private tenancy,2021-08-03,Closed,2025-10,755.62,2,5,4
C-32395,Ash Hill,4,60-74,English,Owner-occupier,2023-09-10,Active,,1065.23,0,2,1
C-32396,Weybridge,5,75+,English,Private tenancy,2023-12-30,Active,,1401.28,0,3,14
C-32397,Calder Central,3,75+,English,Social tenancy,2024-11-24,Active,,1183.13,2,1,3
C-32398,Weybridge,1,30-44,English,Owner-occupier,2024-10-02,Suspended,,460.4,2,2,1
C-32399,Northgate,1,30-44,English,Social tenancy,2024-11-01,Active,,664.45,0,0,15
C-32400,Northgate,1,60-74,English,No fixed abode,2022-12-27,Active,,405.4,1,2,8
C-32401,Northgate,1,30-44,English,Resident with family,2024-06-05,Active,,670.99,1,0,8
C-32402,Calder Central,4,18-29,English,Private tenancy,2021-08-11,Closed,2025-07,1350.51,0,1,14
C-32403,Northgate,5,60-74,Spanish,No fixed abode,2022-02-26,Active,,1518.33,1,5,7
C-32404,Northgate,1,60-74,English,Private tenancy,2024-11-28,Active,,765.8,4,0,3
C-32405,Calder Central,1,75+,English,Resident with family,2022-09-10,Active,,732.65,1,0,22
C-32406,Calder Central,4,30-44,Other,Private tenancy,2022-01-07,Active,,848.87,4,6,11
C-32407,Calder Central,2,30-44,English,No fixed abode,2022-10-31,Active,,555.57,1,1,8
C-32408,Northgate,1,30-44,English,Owner-occupier,2023-04-22,Active,,416.06,1,0,21
C-32409,Calder Central,3,75+,Other,Private tenancy,2023-10-22,Active,,1150.71,2,3,13
C-32410,Calder Central,3,18-29,Spanish,Resident with family,2021-04-08,Active,,1056.96,2,6,17
C-32411,Calder Central,1,45-59,English,Private tenancy,2023-01-11,Active,,593.27,1,0,14
C-32412,Weybridge,4,75+,English,No fixed abode,2021-01-24,Active,,1357.73,0,3,7
C-32413,Northgate,3,30-44,English,No fixed abode,2023-05-17,Active,,667.52,1,2,23
C-32414,Calder Central,2,30-44,English,Resident with family,2021-02-23,Active,,758.95,0,1,20
C-32415,Calder Central,3,45-59,Other,No fixed abode,2023-10-05,Suspended,,935.18,0,4,13
C-32416,Calder Central,3,60-74,English,Social tenancy,2021-12-10,Active,,1080.65,0,0,7
