case_id,risk_score,final_risk_score,payment_adjustments,contact_attempts,administrative_activity_flag,administrative_context,investigator_context
C-33594,9.66,9.66,1,1,0,,No strong administrative-activity warning detected.
C-33699,9.66,9.66,0,0,0,,No strong administrative-activity warning detected.
C-33711,9.66,9.66,0,3,0,,No strong administrative-activity warning detected.
C-33653,9.66,9.66,3,2,0,,No strong administrative-activity warning detected.
C-32500,9.66,9.66,0,4,0,,No strong administrative-activity warning detected.
C-30695,9.66,9.66,0,0,0,,No strong administrative-activity warning detected.
C-33310,9.66,9.66,0,3,0,,No strong administrative-activity warning detected.
C-33436,9.66,9.66,1,3,0,,No strong administrative-activity warning detected.
C-30050,9.66,9.66,4,7,1,4 payment adjustments and 7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31600,9.66,9.66,1,2,0,,No strong administrative-activity warning detected.
C-32765,9.66,9.66,2,4,0,,No strong administrative-activity warning detected.
C-33707,9.65,9.65,1,0,0,,No strong administrative-activity warning detected.
C-33531,9.65,9.65,0,1,0,,No strong administrative-activity warning detected.
C-30245,9.65,9.65,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30481,9.65,9.65,0,2,0,,No strong administrative-activity warning detected.
C-32717,9.65,9.65,0,4,0,,No strong administrative-activity warning detected.
C-32476,9.65,9.65,1,1,0,,No strong administrative-activity warning detected.
C-33537,9.65,9.65,1,4,0,,No strong administrative-activity warning detected.
C-30755,9.64,9.64,1,8,1,8 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30841,9.64,9.64,0,2,0,,No strong administrative-activity warning detected.
C-33450,9.64,9.64,1,1,0,,No strong administrative-activity warning detected.
C-33335,9.64,9.64,2,2,0,,No strong administrative-activity warning detected.
C-34195,9.64,9.64,1,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30651,9.64,9.64,1,2,0,,No strong administrative-activity warning detected.
C-32071,9.64,9.64,0,2,0,,No strong administrative-activity warning detected.
C-31702,9.64,9.64,0,3,0,,No strong administrative-activity warning detected.
C-33171,9.64,9.64,0,3,0,,No strong administrative-activity warning detected.
C-34055,9.64,9.64,1,1,0,,No strong administrative-activity warning detected.
C-33629,9.64,9.64,0,2,0,,No strong administrative-activity warning detected.
C-30574,9.64,9.64,1,5,0,,No strong administrative-activity warning detected.
C-32046,9.64,9.64,3,5,0,,No strong administrative-activity warning detected.
C-31020,9.64,9.64,3,4,0,,No strong administrative-activity warning detected.
C-30555,9.64,9.64,1,1,0,,No strong administrative-activity warning detected.
C-32140,9.64,9.64,1,4,0,,No strong administrative-activity warning detected.
C-33684,9.63,9.63,2,2,0,,No strong administrative-activity warning detected.
C-31839,9.63,9.63,1,4,0,,No strong administrative-activity warning detected.
C-33924,9.63,9.63,0,2,0,,No strong administrative-activity warning detected.
C-30524,9.63,9.63,0,4,0,,No strong administrative-activity warning detected.
C-30863,9.63,9.63,0,2,0,,No strong administrative-activity warning detected.
C-33138,9.63,9.63,1,3,0,,No strong administrative-activity warning detected.
C-30607,9.63,9.63,0,3,0,,No strong administrative-activity warning detected.
C-30589,9.63,9.63,1,3,0,,No strong administrative-activity warning detected.
C-33357,9.63,9.63,1,2,0,,No strong administrative-activity warning detected.
C-30114,9.63,9.63,0,0,0,,No strong administrative-activity warning detected.
C-30500,9.63,9.63,0,2,0,,No strong administrative-activity warning detected.
C-30199,9.63,9.63,2,1,0,,No strong administrative-activity warning detected.
C-30529,9.62,9.62,2,0,0,,No strong administrative-activity warning detected.
C-31479,9.62,9.62,1,2,0,,No strong administrative-activity warning detected.
C-31442,9.62,9.62,1,3,0,,No strong administrative-activity warning detected.
C-33538,9.62,9.62,1,0,0,,No strong administrative-activity warning detected.
C-32579,9.61,9.61,2,1,0,,No strong administrative-activity warning detected.
C-32498,9.61,9.61,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-34124,9.61,9.61,1,2,0,,No strong administrative-activity warning detected.
C-33416,9.61,9.61,0,4,0,,No strong administrative-activity warning detected.
C-30015,9.61,9.61,0,1,0,,No strong administrative-activity warning detected.
C-31409,9.61,9.61,3,2,0,,No strong administrative-activity warning detected.
C-31083,9.61,9.61,0,3,0,,No strong administrative-activity warning detected.
C-33241,9.61,9.61,0,2,0,,No strong administrative-activity warning detected.
C-31608,9.61,9.61,1,2,0,,No strong administrative-activity warning detected.
C-31942,9.61,9.61,1,2,0,,No strong administrative-activity warning detected.
C-32781,9.61,9.61,0,3,0,,No strong administrative-activity warning detected.
C-33624,9.61,9.61,2,4,0,,No strong administrative-activity warning detected.
C-31123,9.6,9.6,0,1,0,,No strong administrative-activity warning detected.
C-31960,9.6,9.6,0,2,0,,No strong administrative-activity warning detected.
C-31963,9.6,9.6,1,3,0,,No strong administrative-activity warning detected.
C-32902,9.6,9.6,2,5,0,,No strong administrative-activity warning detected.
C-30839,9.6,9.6,0,3,0,,No strong administrative-activity warning detected.
C-33970,9.6,9.6,2,4,0,,No strong administrative-activity warning detected.
C-31506,9.6,9.6,1,2,0,,No strong administrative-activity warning detected.
C-32377,9.6,9.6,0,3,0,,No strong administrative-activity warning detected.
C-33615,9.6,9.6,0,1,0,,No strong administrative-activity warning detected.
C-33574,9.6,9.6,1,0,0,,No strong administrative-activity warning detected.
C-32667,9.6,9.6,1,0,0,,No strong administrative-activity warning detected.
C-32406,9.59,9.59,4,6,1,4 payment adjustments and 6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33978,9.59,9.59,0,3,0,,No strong administrative-activity warning detected.
C-32787,9.59,9.59,3,2,0,,No strong administrative-activity warning detected.
C-30451,9.59,9.59,0,4,0,,No strong administrative-activity warning detected.
C-31331,9.59,9.59,0,2,0,,No strong administrative-activity warning detected.
C-30389,9.59,9.59,1,0,0,,No strong administrative-activity warning detected.
C-33748,9.59,9.59,0,0,0,,No strong administrative-activity warning detected.
C-30658,9.58,9.58,1,2,0,,No strong administrative-activity warning detected.
C-31696,9.58,9.58,0,3,0,,No strong administrative-activity warning detected.
C-31026,9.58,9.58,0,1,0,,No strong administrative-activity warning detected.
C-31838,9.58,9.58,1,1,0,,No strong administrative-activity warning detected.
C-30445,9.58,9.58,0,4,0,,No strong administrative-activity warning detected.
C-30568,9.58,9.58,1,2,0,,No strong administrative-activity warning detected.
C-30305,9.58,9.58,0,4,0,,No strong administrative-activity warning detected.
C-30342,9.58,9.58,1,1,0,,No strong administrative-activity warning detected.
C-33955,9.58,9.58,0,1,0,,No strong administrative-activity warning detected.
C-32543,9.58,9.58,0,1,0,,No strong administrative-activity warning detected.
C-32477,9.58,9.58,0,1,0,,No strong administrative-activity warning detected.
C-30006,9.58,9.58,1,2,0,,No strong administrative-activity warning detected.
C-31844,9.57,9.57,0,0,0,,No strong administrative-activity warning detected.
C-32289,9.57,9.57,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31211,9.57,9.57,1,5,0,,No strong administrative-activity warning detected.
C-32024,9.57,9.57,0,2,0,,No strong administrative-activity warning detected.
C-31732,9.57,9.57,2,4,0,,No strong administrative-activity warning detected.
C-30545,9.57,9.57,0,0,0,,No strong administrative-activity warning detected.
C-31350,9.57,9.57,1,1,0,,No strong administrative-activity warning detected.
C-33474,9.57,9.57,0,1,0,,No strong administrative-activity warning detected.
C-32191,9.57,9.57,0,1,0,,No strong administrative-activity warning detected.
C-33642,9.57,9.57,0,3,0,,No strong administrative-activity warning detected.
C-31056,9.56,9.56,1,2,0,,No strong administrative-activity warning detected.
C-33278,9.56,9.56,1,1,0,,No strong administrative-activity warning detected.
C-30884,9.56,9.56,3,2,0,,No strong administrative-activity warning detected.
C-30730,9.56,9.56,1,2,0,,No strong administrative-activity warning detected.
C-34108,9.56,9.56,0,1,0,,No strong administrative-activity warning detected.
C-31829,9.55,9.55,1,1,0,,No strong administrative-activity warning detected.
C-32741,9.55,9.55,1,0,0,,No strong administrative-activity warning detected.
C-30686,9.55,9.55,3,3,0,,No strong administrative-activity warning detected.
C-32405,9.55,9.55,1,0,0,,No strong administrative-activity warning detected.
C-32891,9.55,9.55,1,3,0,,No strong administrative-activity warning detected.
C-30400,9.55,9.55,0,5,0,,No strong administrative-activity warning detected.
C-31548,9.55,9.55,2,2,0,,No strong administrative-activity warning detected.
C-32580,9.55,9.55,2,1,0,,No strong administrative-activity warning detected.
C-30571,9.54,9.54,0,2,0,,No strong administrative-activity warning detected.
C-33601,9.54,9.54,0,3,0,,No strong administrative-activity warning detected.
C-33041,9.54,9.54,1,4,0,,No strong administrative-activity warning detected.
C-30072,9.54,9.54,1,1,0,,No strong administrative-activity warning detected.
C-31711,9.54,9.54,0,0,0,,No strong administrative-activity warning detected.
C-31240,9.54,9.54,0,1,0,,No strong administrative-activity warning detected.
C-32104,9.54,9.54,2,5,0,,No strong administrative-activity warning detected.
C-33136,9.54,9.54,0,3,0,,No strong administrative-activity warning detected.
C-33991,9.54,9.54,0,2,0,,No strong administrative-activity warning detected.
C-31319,9.54,9.54,2,2,0,,No strong administrative-activity warning detected.
C-33048,9.54,9.54,3,2,0,,No strong administrative-activity warning detected.
C-32837,9.54,9.54,1,5,0,,No strong administrative-activity warning detected.
C-33637,9.54,9.54,1,2,0,,No strong administrative-activity warning detected.
C-32756,9.53,9.53,1,1,0,,No strong administrative-activity warning detected.
C-33659,9.53,9.53,0,3,0,,No strong administrative-activity warning detected.
C-30132,9.53,9.53,1,4,0,,No strong administrative-activity warning detected.
C-30410,9.53,9.53,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31734,9.53,9.53,1,1,0,,No strong administrative-activity warning detected.
C-33689,9.53,9.53,1,1,0,,No strong administrative-activity warning detected.
C-32486,9.53,9.53,2,1,0,,No strong administrative-activity warning detected.
C-30653,9.53,9.53,1,0,0,,No strong administrative-activity warning detected.
C-33696,9.53,9.53,3,3,0,,No strong administrative-activity warning detected.
C-31903,9.52,9.52,2,3,0,,No strong administrative-activity warning detected.
C-33620,9.52,9.52,0,1,0,,No strong administrative-activity warning detected.
C-33080,9.52,9.52,1,2,0,,No strong administrative-activity warning detected.
C-30557,9.52,9.52,2,2,0,,No strong administrative-activity warning detected.
C-30990,9.52,9.52,0,0,0,,No strong administrative-activity warning detected.
C-31833,9.52,9.52,2,2,0,,No strong administrative-activity warning detected.
C-31302,9.52,9.52,1,3,0,,No strong administrative-activity warning detected.
C-34052,9.52,9.52,1,0,0,,No strong administrative-activity warning detected.
C-32738,9.51,9.51,2,3,0,,No strong administrative-activity warning detected.
C-32255,9.51,9.51,0,2,0,,No strong administrative-activity warning detected.
C-32682,9.51,9.51,1,3,0,,No strong administrative-activity warning detected.
C-30084,9.51,9.51,2,5,0,,No strong administrative-activity warning detected.
C-30253,9.51,9.51,1,0,0,,No strong administrative-activity warning detected.
C-32384,9.51,9.51,0,3,0,,No strong administrative-activity warning detected.
C-33508,9.51,9.51,2,5,0,,No strong administrative-activity warning detected.
C-33922,9.51,9.51,1,4,0,,No strong administrative-activity warning detected.
C-32013,9.51,9.51,1,3,0,,No strong administrative-activity warning detected.
C-30656,9.5,9.5,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30600,9.5,9.5,0,3,0,,No strong administrative-activity warning detected.
C-33889,9.5,9.5,0,1,0,,No strong administrative-activity warning detected.
C-31243,9.5,9.5,0,1,0,,No strong administrative-activity warning detected.
C-30163,9.5,9.5,1,2,0,,No strong administrative-activity warning detected.
C-31742,9.5,9.5,2,2,0,,No strong administrative-activity warning detected.
C-30101,9.49,9.49,1,2,0,,No strong administrative-activity warning detected.
C-33721,9.49,9.49,3,4,0,,No strong administrative-activity warning detected.
C-30416,9.49,9.49,1,2,0,,No strong administrative-activity warning detected.
C-32264,9.49,9.49,1,1,0,,No strong administrative-activity warning detected.
C-31417,9.49,9.49,0,4,0,,No strong administrative-activity warning detected.
C-33595,9.49,9.49,1,1,0,,No strong administrative-activity warning detected.
C-31423,9.49,9.49,0,1,0,,No strong administrative-activity warning detected.
